Security_Symbol,             ,Security_Type,Current_Pos_Limit,Current_NearTerm_Limit
NVGS  ,               ,Equity,5000000   ,0         
NVMI  ,               ,Equity,5000000   ,0         
NVNO  ,               ,Equity,2500000   ,0         
NVO   ,               ,Equity,25000000  ,0         
NVQ   ,               ,Equity,2500000   ,0         
NVRI  ,               ,Equity,20000000  ,0         
NVRO  ,               ,Equity,7500000   ,0         
NVS   ,               ,Equity,25000000  ,0         
NVST  ,               ,Equity,25000000  ,0         
NVT   ,               ,Equity,25000000  ,0         
NVTA  ,               ,Equity,25000000  ,0         
NVTS  ,               ,Equity,25000000  ,0         
NVVE  ,               ,Equity,7500000   ,0         
NVX   ,               ,Equity,2500000   ,0         
NWBI  ,               ,Equity,25000000  ,0         
NWE   ,               ,Equity,7500000   ,0         
NWG   ,               ,Equity,25000000  ,0         
NWL   ,               ,Equity,25000000  ,0         
NWN   ,               ,Equity,5000000   ,0         
NWPX  ,               ,Equity,2500000   ,0         
NWS   ,               ,Equity,25000000  ,0         
NWSA  ,               ,Equity,25000000  ,0         
NX    ,               ,Equity,5000000   ,0         
NXDT  ,               ,Equity,5000000   ,0         
NXE   ,               ,Equity,25000000  ,0         
NXGN  ,               ,Equity,7500000   ,0         
NXPI  ,               ,Equity,25000000  ,0         
NXRT  ,               ,Equity,2500000   ,0         
NXST  ,               ,Equity,7500000   ,0         
NXT   ,               ,Equity,25000000  ,0         
NXTC  ,               ,Equity,2500000   ,0         
NXTG  ,               ,Equity,2500000   ,0         
NYCB  ,               ,Equity,25000000  ,0         
NYMT  ,               ,Equity,25000000  ,0         
NYMXF ,               ,Equity,5000000   ,0         
NYT   ,               ,Equity,25000000  ,0         
NZAC  ,               ,Equity,2500000   ,0         
NZRO  ,               ,Equity,2500000   ,0         
NZUS  ,               ,Equity,2500000   ,0         
O     ,               ,Equity,25000000  ,0         
OABI  ,               ,Equity,20000000  ,0         
OACP  ,               ,Equity,2500000   ,0         
OARK  ,               ,Equity,2500000   ,0         
OB    ,               ,Equity,7500000   ,0         
OBDC  ,               ,Equity,25000000  ,0         
OBE   ,               ,Equity,20000000  ,0         
OBK   ,               ,Equity,2500000   ,0         
OBLG  ,               ,Equity,25000000  ,0         
OBOR  ,               ,Equity,2500000   ,0         
OBSVF ,               ,Equity,25000000  ,0         
OC    ,               ,Equity,25000000  ,0         
OCEA  ,               ,Equity,25000000  ,0         
OCFC  ,               ,Equity,5000000   ,0         
OCFT  ,               ,Equity,25000000  ,0         
OCG   ,               ,Equity,2500000   ,0         
OCGN  ,               ,Equity,25000000  ,0         
OCN   ,               ,Equity,2500000   ,0         
OCSL  ,               ,Equity,25000000  ,0         
OCUL  ,               ,Equity,25000000  ,0         
OCUP  ,               ,Equity,5000000   ,0         
OCX   ,               ,Equity,7500000   ,0         
ODDS  ,               ,Equity,2500000   ,0         
ODFL  ,               ,Equity,25000000  ,0         
ODP   ,               ,Equity,7500000   ,0         
ODV   ,               ,Equity,2500000   ,0         
OEC   ,               ,Equity,7500000   ,0         
OEF   ,               ,Equity,7500000   ,0         
OESX  ,               ,Equity,5000000   ,0         
OFC   ,               ,Equity,20000000  ,0         
OFG   ,               ,Equity,5000000   ,0         
OFIX  ,               ,Equity,5000000   ,0         
OFS   ,               ,Equity,2500000   ,0         
OGE   ,               ,Equity,25000000  ,0         
OGI   ,               ,Equity,25000000  ,0         
OGIG  ,               ,Equity,2500000   ,0         
OGN   ,               ,Equity,25000000  ,0         
OGS   ,               ,Equity,7500000   ,0         
OHI   ,               ,Equity,25000000  ,0         
OI    ,               ,Equity,25000000  ,0         
OIG   ,               ,Equity,25000000  ,0         
OIH   ,               ,Equity,25000000  ,0         
OII   ,               ,Equity,25000000  ,0         
OILK  ,               ,Equity,2500000   ,0         
OIS   ,               ,Equity,20000000  ,0         
OKE   ,               ,Equity,25000000  ,0         
OKTA  ,               ,Equity,25000000  ,0         
OLED  ,               ,Equity,7500000   ,0         
OLK   ,               ,Equity,5000000   ,0         
OLLI  ,               ,Equity,25000000  ,0         
OLMA  ,               ,Equity,5000000   ,0         
OLN   ,               ,Equity,25000000  ,0         
OLO   ,               ,Equity,25000000  ,0         
OLP   ,               ,Equity,2500000   ,0         
OLPX  ,               ,Equity,25000000  ,0         
OM    ,               ,Equity,7500000   ,0         
OMAB  ,               ,Equity,2500000   ,0         
OMC   ,               ,Equity,25000000  ,0         
OMCL  ,               ,Equity,7500000   ,0         
OMER  ,               ,Equity,25000000  ,0         
OMEX  ,               ,Equity,2500000   ,0         
OMF   ,               ,Equity,25000000  ,0         
OMFL  ,               ,Equity,7500000   ,0         
OMGA  ,               ,Equity,5000000   ,0         
OMI   ,               ,Equity,25000000  ,0         
OMIC  ,               ,Equity,7500000   ,0         
ON    ,               ,Equity,25000000  ,0         
ONB   ,               ,Equity,25000000  ,0         
ONCR  ,               ,Equity,25000000  ,0         
ONCT  ,               ,Equity,7500000   ,0         
OND   ,               ,Equity,2500000   ,0         
ONDS  ,               ,Equity,7500000   ,0         
ONEO  ,               ,Equity,2500000   ,0         
ONEQ  ,               ,Equity,7500000   ,0         
ONEV  ,               ,Equity,2500000   ,0         
ONEW  ,               ,Equity,2500000   ,0         
ONEY  ,               ,Equity,2500000   ,0         
ONL   ,               ,Equity,20000000  ,0         
ONLN  ,               ,Equity,2500000   ,0         
ONON  ,               ,Equity,25000000  ,0         
ONTF  ,               ,Equity,7500000   ,0         
ONTO  ,               ,Equity,5000000   ,0         
ONTX  ,               ,Equity,7500000   ,0         
ONVO  ,               ,Equity,2500000   ,0         
OOMA  ,               ,Equity,2500000   ,0         
OOTO  ,               ,Equity,2500000   ,0         
OPAD  ,               ,Equity,25000000  ,0         
OPAL  ,               ,Equity,2500000   ,0         
OPBK  ,               ,Equity,2500000   ,0         
OPCH  ,               ,Equity,25000000  ,0         
OPEN  ,               ,Equity,25000000  ,0         
OPFI  ,               ,Equity,2500000   ,0         
OPI   ,               ,Equity,25000000  ,0         
OPK   ,               ,Equity,25000000  ,0         
OPRA  ,               ,Equity,7500000   ,0         
OPRT  ,               ,Equity,7500000   ,0         
OPRX  ,               ,Equity,5000000   ,0         
OPTT  ,               ,Equity,25000000  ,0         
OPY   ,               ,Equity,2500000   ,0         
OR    ,               ,Equity,25000000  ,0         
ORA   ,               ,Equity,7500000   ,0         
ORAN  ,               ,Equity,25000000  ,0         
ORC   ,               ,Equity,25000000  ,0         
ORCL  ,               ,Equity,25000000  ,0         
ORGN  ,               ,Equity,25000000  ,0         
ORGO  ,               ,Equity,25000000  ,0         
ORGS  ,               ,Equity,2500000   ,0         
ORI   ,               ,Equity,25000000  ,0         
ORIC  ,               ,Equity,7500000   ,0         
ORLA  ,               ,Equity,7500000   ,0         
ORLY  ,               ,Equity,7500000   ,0         
ORMP  ,               ,Equity,25000000  ,0         
ORN   ,               ,Equity,2500000   ,0         
ORRF  ,               ,Equity,2500000   ,0         
ORTX  ,               ,Equity,20000000  ,0         
OSBC  ,               ,Equity,5000000   ,0         
OSCR  ,               ,Equity,25000000  ,0         
OSG   ,               ,Equity,7500000   ,0         
OSIS  ,               ,Equity,2500000   ,0         
OSK   ,               ,Equity,20000000  ,0         
OSPN  ,               ,Equity,5000000   ,0         
OSS   ,               ,Equity,2500000   ,0         
OSTK  ,               ,Equity,25000000  ,0         
OSUR  ,               ,Equity,20000000  ,0         
OSW   ,               ,Equity,7500000   ,0         
OSX   ,               ,Index/Other,72000     ,0         
OTEX  ,               ,Equity,20000000  ,0         
OTIS  ,               ,Equity,25000000  ,0         
OTLY  ,               ,Equity,25000000  ,0         
OTMO  ,               ,Equity,20000000  ,0         
OTRK  ,               ,Equity,25000000  ,0         
OTTR  ,               ,Equity,5000000   ,0         
OUNZ  ,               ,Equity,25000000  ,0         
OUSA  ,               ,Equity,2500000   ,0         
OUSM  ,               ,Equity,2500000   ,0         
OUST  ,               ,Equity,50000000  ,0         
OUT   ,               ,Equity,25000000  ,0         
OVID  ,               ,Equity,5000000   ,0         
OVLH  ,               ,Equity,2500000   ,0         
OVT   ,               ,Equity,2500000   ,0         
OVV   ,               ,Equity,25000000  ,0         
OWL   ,               ,Equity,25000000  ,0         
OWLT  ,               ,Equity,25000000  ,0         
OXM   ,               ,Equity,5000000   ,0         
OXSQ  ,               ,Equity,5000000   ,0         
OXY   ,               ,Equity,25000000  ,0         
OZK   ,               ,Equity,25000000  ,0         
OZON  ,               ,Equity,25000000  ,0         
PAA   ,               ,Equity,25000000  ,0         
PAAS  ,               ,Equity,50000000  ,0         
PACB  ,               ,Equity,25000000  ,0         
PACK  ,               ,Equity,20000000  ,0         
PACW  ,               ,Equity,25000000  ,0         
PAG   ,               ,Equity,7500000   ,0         
PAGP  ,               ,Equity,25000000  ,0         
PAGS  ,               ,Equity,25000000  ,0         
PAHC  ,               ,Equity,5000000   ,0         
PALC  ,               ,Equity,2500000   ,0         
PAM   ,               ,Equity,5000000   ,0         
PANL  ,               ,Equity,7500000   ,0         
PANW  ,               ,Equity,75000000  ,0         
PAR   ,               ,Equity,7500000   ,0         
PARA  ,               ,Equity,25000000  ,0         
PARAA ,               ,Equity,2500000   ,0         
PARR  ,               ,Equity,25000000  ,0         
PASG  ,               ,Equity,5000000   ,0         
PATH  ,               ,Equity,25000000  ,0         
PATK  ,               ,Equity,5000000   ,0         
PAVE  ,               ,Equity,25000000  ,0         
PAVM  ,               ,Equity,25000000  ,0         
PAWZ  ,               ,Equity,2500000   ,0         
PAX   ,               ,Equity,5000000   ,0         
PAY   ,               ,Equity,5000000   ,0         
PAYC  ,               ,Equity,7500000   ,0         
PAYO  ,               ,Equity,25000000  ,0         
PAYS  ,               ,Equity,5000000   ,0         
PAYX  ,               ,Equity,25000000  ,0         
PB    ,               ,Equity,20000000  ,0         
PBA   ,               ,Equity,25000000  ,0         
PBD   ,               ,Equity,2500000   ,0         
PBE   ,               ,Equity,2500000   ,0         
PBF   ,               ,Equity,25000000  ,0         
PBH   ,               ,Equity,5000000   ,0         
PBI   ,               ,Equity,25000000  ,0         
PBJ   ,               ,Equity,2500000   ,0         
PBP   ,               ,Equity,2500000   ,0         
PBPB  ,               ,Equity,5000000   ,0         
PBR   ,               ,Equity,25000000  ,0         
PBRA  ,               ,Equity,25000000  ,0         
PBS   ,               ,Equity,2500000   ,0         
